AÑO,ENTIDAD,SEXO,EDAD,DEFUNCIONES
1962,República Mexicana,Mujeres,30,1038
1962,República Mexicana,Hombres,31,1363
1962,República Mexicana,Mujeres,31,1046
1962,República Mexicana,Hombres,32,1374
1962,República Mexicana,Mujeres,32,1049
1962,República Mexicana,Hombres,33,1374
1962,República Mexicana,Mujeres,33,1046
1962,República Mexicana,Hombres,34,1374
1962,República Mexicana,Mujeres,34,1044
1962,República Mexicana,Hombres,35,1370
1962,República Mexicana,Mujeres,35,1041
1962,República Mexicana,Hombres,36,1365
1962,República Mexicana,Mujeres,36,1038
1962,República Mexicana,Hombres,37,1365
1962,República Mexicana,Mujeres,37,1040
1962,República Mexicana,Hombres,38,1363
1962,República Mexicana,Mujeres,38,1041
1962,República Mexicana,Hombres,39,1360
1962,República Mexicana,Mujeres,39,1043
1962,República Mexicana,Hombres,40,1356
1962,República Mexicana,Mujeres,40,1044
1962,República Mexicana,Hombres,41,1350
1962,República Mexicana,Mujeres,41,1046
1962,República Mexicana,Hombres,42,1346
1962,República Mexicana,Mujeres,42,1049
1962,República Mexicana,Hombres,43,1343
1962,República Mexicana,Mujeres,43,1054
1962,República Mexicana,Hombres,44,1344
1962,República Mexicana,Mujeres,44,1064
1962,República Mexicana,Hombres,45,1351
1962,República Mexicana,Mujeres,45,1078
1962,República Mexicana,Hombres,46,1364
1962,República Mexicana,Mujeres,46,1100
1962,República Mexicana,Hombres,47,1385
1962,República Mexicana,Mujeres,47,1128
1962,República Mexicana,Hombres,48,1415
1962,República Mexicana,Mujeres,48,1164
1962,República Mexicana,Hombres,49,1451
1962,República Mexicana,Mujeres,49,1207
1962,República Mexicana,Hombres,50,1491
1962,República Mexicana,Mujeres,50,1255
1962,República Mexicana,Hombres,51,1535
1962,República Mexicana,Mujeres,51,1308
1962,República Mexicana,Hombres,52,1581
1962,República Mexicana,Mujeres,52,1363
1962,República Mexicana,Hombres,53,1625
1962,República Mexicana,Mujeres,53,1419
1962,República Mexicana,Hombres,54,1670
1962,República Mexicana,Mujeres,54,1475
1962,República Mexicana,Hombres,55,1714
1962,República Mexicana,Mujeres,55,1534
1962,República Mexicana,Hombres,56,1761
1962,República Mexicana,Mujeres,56,1595
1962,República Mexicana,Hombres,57,1810
1962,República Mexicana,Mujeres,57,1660
1962,República Mexicana,Hombres,58,1860
1962,República Mexicana,Mujeres,58,1727
1962,República Mexicana,Hombres,59,1908
1962,República Mexicana,Mujeres,59,1794
1962,República Mexicana,Hombres,60,1952
1962,República Mexicana,Mujeres,60,1856
1962,República Mexicana,Hombres,61,1984
1962,República Mexicana,Mujeres,61,1910
1962,República Mexicana,Hombres,62,2003
1962,República Mexicana,Mujeres,62,1950
1962,República Mexicana,Hombres,63,2005
1962,República Mexicana,Mujeres,63,1975
1962,República Mexicana,Hombres,64,1994
1962,República Mexicana,Mujeres,64,1986
1962,República Mexicana,Hombres,65,1974
1962,República Mexicana,Mujeres,65,1988
1962,República Mexicana,Hombres,66,1949
1962,República Mexicana,Mujeres,66,1985
1962,República Mexicana,Hombres,67,1926
1962,República Mexicana,Mujeres,67,1982
1962,República Mexicana,Hombres,68,1907
1962,República Mexicana,Mujeres,68,1983
1962,República Mexicana,Hombres,69,1892
1962,República Mexicana,Mujeres,69,1988
1962,República Mexicana,Hombres,70,1882
1962,República Mexicana,Mujeres,70,1997
1962,República Mexicana,Hombres,71,1874
1962,República Mexicana,Mujeres,71,2008
1962,República Mexicana,Hombres,72,1866
1962,República Mexicana,Mujeres,72,2018
1962,República Mexicana,Hombres,73,1853
1962,República Mexicana,Mujeres,73,2023
1962,República Mexicana,Hombres,74,1830
1962,República Mexicana,Mujeres,74,2016
1962,República Mexicana,Hombres,75,1796
1962,República Mexicana,Mujeres,75,1995
1962,República Mexicana,Hombres,76,1748
1962,República Mexicana,Mujeres,76,1958
1962,República Mexicana,Hombres,77,1685
1962,República Mexicana,Mujeres,77,1903
1962,República Mexicana,Hombres,78,1608
1962,República Mexicana,Mujeres,78,1830
1962,República Mexicana,Hombres,79,1519
1962,República Mexicana,Mujeres,79,1741
1962,República Mexicana,Hombres,80,1420
1962,República Mexicana,Mujeres,80,1638
1962,República Mexicana,Hombres,81,1313
1962,República Mexicana,Mujeres,81,1525
1962,República Mexicana,Hombres,82,1200
1962,República Mexicana,Mujeres,82,1401
1962,República Mexicana,Hombres,83,1083
1962,República Mexicana,Mujeres,83,1271
1962,República Mexicana,Hombres,84,963
1962,República Mexicana,Mujeres,84,1135
1962,República Mexicana,Hombres,85,845
1962,República Mexicana,Mujeres,85,998
1962,República Mexicana,Hombres,86,729
1962,República Mexicana,Mujeres,86,863
1962,República Mexicana,Hombres,87,619
1962,República Mexicana,Mujeres,87,733
1962,República Mexicana,Hombres,88,517
1962,República Mexicana,Mujeres,88,612
1962,República Mexicana,Hombres,89,424
1962,República Mexicana,Mujeres,89,502
1962,República Mexicana,Hombres,90,342
1962,República Mexicana,Mujeres,90,403
1962,República Mexicana,Hombres,91,271
1962,República Mexicana,Mujeres,91,317
1962,República Mexicana,Hombres,92,210
1962,República Mexicana,Mujeres,92,244
1962,República Mexicana,Hombres,93,159
1962,República Mexicana,Mujeres,93,184
1962,República Mexicana,Hombres,94,118
1962,República Mexicana,Mujeres,94,135
1962,República Mexicana,Hombres,95,85
1962,República Mexicana,Mujeres,95,96
1962,República Mexicana,Hombres,96,60
1962,República Mexicana,Mujeres,96,67
1962,República Mexicana,Hombres,97,41
1962,República Mexicana,Mujeres,97,45
1962,República Mexicana,Hombres,98,27
1962,República Mexicana,Mujeres,98,29
1962,República Mexicana,Hombres,99,17
1962,República Mexicana,Mujeres,99,18
1962,República Mexicana,Hombres,100,11
1962,República Mexicana,Mujeres,100,11
1962,República Mexicana,Hombres,101,7
1962,República Mexicana,Mujeres,101,7
1962,República Mexicana,Hombres,102,4
1962,República Mexicana,Mujeres,102,4
1962,República Mexicana,Hombres,103,2
1962,República Mexicana,Mujeres,103,2
1962,República Mexicana,Hombres,104,1
1962,República Mexicana,Mujeres,104,1
1962,República Mexicana,Hombres,105,1
1962,República Mexicana,Mujeres,105,1
1962,República Mexicana,Hombres,106,1
1962,República Mexicana,Mujeres,106,1
1962,República Mexicana,Hombres,107,1
1962,República Mexicana,Mujeres,107,0
1962,República Mexicana,Hombres,108,0
1962,República Mexicana,Mujeres,108,0
1962,República Mexicana,Hombres,109,0
1962,República Mexicana,Mujeres,109,0
1963,República Mexicana,Hombres,0,90126
1963,República Mexicana,Mujeres,0,73719
1963,República Mexicana,Hombres,1,22033
1963,República Mexicana,Mujeres,1,21870
1963,República Mexicana,Hombres,2,10674
1963,República Mexicana,Mujeres,2,10887
1963,República Mexicana,Hombres,3,6281
1963,República Mexicana,Mujeres,3,6437
1963,República Mexicana,Hombres,4,4087
1963,República Mexicana,Mujeres,4,4176
1963,República Mexicana,Hombres,5,2840
1963,República Mexicana,Mujeres,5,2882
1963,República Mexicana,Hombres,6,2078
1963,República Mexicana,Mujeres,6,2086
1963,República Mexicana,Hombres,7,1588
1963,República Mexicana,Mujeres,7,1570
1963,República Mexicana,Hombres,8,1260
1963,República Mexicana,Mujeres,8,1219
1963,República Mexicana,Hombres,9,1034
1963,República Mexicana,Mujeres,9,972
1963,República Mexicana,Hombres,10,886
1963,República Mexicana,Mujeres,10,804
1963,República Mexicana,Hombres,11,798
1963,República Mexicana,Mujeres,11,697
1963,República Mexicana,Hombres,12,755
1963,República Mexicana,Mujeres,12,636
1963,República Mexicana,Hombres,13,749
1963,República Mexicana,Mujeres,13,611
1963,República Mexicana,Hombres,14,766
1963,República Mexicana,Mujeres,14,612
1963,República Mexicana,Hombres,15,795
1963,República Mexicana,Mujeres,15,629
1963,República Mexicana,Hombres,16,833
1963,República Mexicana,Mujeres,16,657
1963,República Mexicana,Hombres,17,875
1963,República Mexicana,Mujeres,17,692
1963,República Mexicana,Hombres,18,920
1963,República Mexicana,Mujeres,18,731
1963,República Mexicana,Hombres,19,963
1963,República Mexicana,Mujeres,19,770
1963,República Mexicana,Hombres,20,1003
1963,República Mexicana,Mujeres,20,806
1963,República Mexicana,Hombres,21,1044
1963,República Mexicana,Mujeres,21,842
1963,República Mexicana,Hombres,22,1084
1963,República Mexicana,Mujeres,22,876
1963,República Mexicana,Hombres,23,1119
1963,República Mexicana,Mujeres,23,904
1963,República Mexicana,Hombres,24,1150
1963,República Mexicana,Mujeres,24,928
1963,República Mexicana,Hombres,25,1179
1963,República Mexicana,Mujeres,25,948
1963,República Mexicana,Hombres,26,1207
1963,República Mexicana,Mujeres,26,966
1963,República Mexicana,Hombres,27,1233
1963,República Mexicana,Mujeres,27,982
1963,República Mexicana,Hombres,28,1259
1963,República Mexicana,Mujeres,28,995
1963,República Mexicana,Hombres,29,1285
1963,República Mexicana,Mujeres,29,1007
1963,República Mexicana,Hombres,30,1309
1963,República Mexicana,Mujeres,30,1017
1963,República Mexicana,Hombres,31,1331
1963,República Mexicana,Mujeres,31,1026
1963,República Mexicana,Hombres,32,1349
1963,República Mexicana,Mujeres,32,1032
1963,República Mexicana,Hombres,33,1360
1963,República Mexicana,Mujeres,33,1034
1963,República Mexicana,Hombres,34,1363
1963,República Mexicana,Mujeres,34,1031
1963,República Mexicana,Hombres,35,1365
1963,República Mexicana,Mujeres,35,1030
1963,República Mexicana,Hombres,36,1365
1963,República Mexicana,Mujeres,36,1028
1963,República Mexicana,Hombres,37,1363
1963,República Mexicana,Mujeres,37,1027
1963,República Mexicana,Hombres,38,1367
1963,República Mexicana,Mujeres,38,1031
1963,República Mexicana,Hombres,39,1370
1963,República Mexicana,Mujeres,39,1036
1963,República Mexicana,Hombres,40,1372
1963,República Mexicana,Mujeres,40,1042
1963,República Mexicana,Hombres,41,1373
1963,República Mexicana,Mujeres,41,1048
1963,República Mexicana,Hombres,42,1373
1963,República Mexicana,Mujeres,42,1055
1963,República Mexicana,Hombres,43,1373
1963,República Mexicana,Mujeres,43,1064
1963,República Mexicana,Hombres,44,1376
1963,República Mexicana,Mujeres,44,1076
1963,República Mexicana,Hombres,45,1383
1963,República Mexicana,Mujeres,45,1092
1963,República Mexicana,Hombres,46,1395
1963,República Mexicana,Mujeres,46,1114
1963,República Mexicana,Hombres,47,1415
1963,República Mexicana,Mujeres,47,1143
1963,República Mexicana,Hombres,48,1442
1963,República Mexicana,Mujeres,48,1180
1963,República Mexicana,Hombres,49,1478
1963,República Mexicana,Mujeres,49,1225
1963,República Mexicana,Hombres,50,1521
1963,República Mexicana,Mujeres,50,1277
1963,República Mexicana,Hombres,51,1568
1963,República Mexicana,Mujeres,51,1336
1963,República Mexicana,Hombres,52,1619
1963,República Mexicana,Mujeres,52,1399
1963,República Mexicana,Hombres,53,1672
1963,República Mexicana,Mujeres,53,1465
1963,República Mexicana,Hombres,54,1723
1963,República Mexicana,Mujeres,54,1532
1963,República Mexicana,Hombres,55,1774
1963,República Mexicana,Mujeres,55,1599
1963,República Mexicana,Hombres,56,1825
1963,República Mexicana,Mujeres,56,1668
1963,República Mexicana,Hombres,57,1877
1963,República Mexicana,Mujeres,57,1740
1963,República Mexicana,Hombres,58,1931
1963,República Mexicana,Mujeres,58,1816
1963,República Mexicana,Hombres,59,1986
1963,República Mexicana,Mujeres,59,1893
1963,República Mexicana,Hombres,60,2040
1963,República Mexicana,Mujeres,60,1969
1963,República Mexicana,Hombres,61,2086
1963,República Mexicana,Mujeres,61,2041
1963,República Mexicana,Hombres,62,2121
1963,República Mexicana,Mujeres,62,2101
1963,República Mexicana,Hombres,63,2139
1963,República Mexicana,Mujeres,63,2145
1963,República Mexicana,Hombres,64,2140
1963,República Mexicana,Mujeres,64,2172
1963,República Mexicana,Hombres,65,2126
1963,República Mexicana,Mujeres,65,2183
1963,República Mexicana,Hombres,66,2102
1963,República Mexicana,Mujeres,66,2183
1963,República Mexicana,Hombres,67,2072
1963,República Mexicana,Mujeres,67,2176
1963,República Mexicana,Hombres,68,2042
1963,República Mexicana,Mujeres,68,2168
1963,República Mexicana,Hombres,69,2017
1963,República Mexicana,Mujeres,69,2163
1963,República Mexicana,Hombres,70,1996
1963,República Mexicana,Mujeres,70,2163
1963,República Mexicana,Hombres,71,1979
1963,República Mexicana,Mujeres,71,2165
1963,República Mexicana,Hombres,72,1964
1963,República Mexicana,Mujeres,72,2169
1963,República Mexicana,Hombres,73,1947
1963,República Mexicana,Mujeres,73,2170
1963,República Mexicana,Hombres,74,1924
1963,República Mexicana,Mujeres,74,2164
1963,República Mexicana,Hombres,75,1892
1963,República Mexicana,Mujeres,75,2146
1963,República Mexicana,Hombres,76,1846
1963,República Mexicana,Mujeres,76,2111
1963,República Mexicana,Hombres,77,1786
1963,República Mexicana,Mujeres,77,2058
1963,República Mexicana,Hombres,78,1711
1963,República Mexicana,Mujeres,78,1986
1963,República Mexicana,Hombres,79,1621
1963,República Mexicana,Mujeres,79,1895
1963,República Mexicana,Hombres,80,1520
1963,República Mexicana,Mujeres,80,1788
1963,República Mexicana,Hombres,81,1409
1963,República Mexicana,Mujeres,81,1667
1963,República Mexicana,Hombres,82,1292
1963,República Mexicana,Mujeres,82,1536
1963,República Mexicana,Hombres,83,1169
1963,República Mexicana,Mujeres,83,1397
1963,República Mexicana,Hombres,84,1044
1963,República Mexicana,Mujeres,84,1252
1963,República Mexicana,Hombres,85,919
1963,República Mexicana,Mujeres,85,1105
1963,República Mexicana,Hombres,86,796
1963,República Mexicana,Mujeres,86,959
1963,República Mexicana,Hombres,87,678
1963,República Mexicana,Mujeres,87,817
1963,República Mexicana,Hombres,88,568
1963,República Mexicana,Mujeres,88,684
1963,República Mexicana,Hombres,89,467
1963,República Mexicana,Mujeres,89,562
1963,República Mexicana,Hombres,90,377
1963,República Mexicana,Mujeres,90,453
1963,República Mexicana,Hombres,91,299
1963,República Mexicana,Mujeres,91,357
1963,República Mexicana,Hombres,92,233
1963,República Mexicana,Mujeres,92,276
1963,República Mexicana,Hombres,93,177
1963,República Mexicana,Mujeres,93,208
1963,República Mexicana,Hombres,94,131
1963,República Mexicana,Mujeres,94,153
1963,República Mexicana,Hombres,95,95
1963,República Mexicana,Mujeres,95,109
1963,República Mexicana,Hombres,96,67
1963,República Mexicana,Mujeres,96,76
1963,República Mexicana,Hombres,97,46
1963,República Mexicana,Mujeres,97,51
1963,República Mexicana,Hombres,98,30
1963,República Mexicana,Mujeres,98,33
1963,República Mexicana,Hombres,99,20
1963,República Mexicana,Mujeres,99,21
1963,República Mexicana,Hombres,100,12
1963,República Mexicana,Mujeres,100,13
1963,República Mexicana,Hombres,101,7
1963,República Mexicana,Mujeres,101,7
1963,República Mexicana,Hombres,102,4
1963,República Mexicana,Mujeres,102,4
1963,República Mexicana,Hombres,103,2
1963,República Mexicana,Mujeres,103,3
1963,República Mexicana,Hombres,104,1
1963,República Mexicana,Mujeres,104,1
1963,República Mexicana,Hombres,105,1
1963,República Mexicana,Mujeres,105,1
1963,República Mexicana,Hombres,106,1
1963,República Mexicana,Mujeres,106,1
1963,República Mexicana,Hombres,107,1
1963,República Mexicana,Mujeres,107,0
1963,República Mexicana,Hombres,108,0
1963,República Mexicana,Mujeres,108,0
1963,República Mexicana,Hombres,109,0
1963,República Mexicana,Mujeres,109,0
1964,República Mexicana,Hombres,0,90198
1964,República Mexicana,Mujeres,0,73644
1964,República Mexicana,Hombres,1,21442
1964,República Mexicana,Mujeres,1,21443
1964,República Mexicana,Hombres,2,10435
1964,República Mexicana,Mujeres,2,10660
1964,República Mexicana,Hombres,3,6192
1964,República Mexicana,Mujeres,3,6320
1964,República Mexicana,Hombres,4,4063
1964,República Mexicana,Mujeres,4,4113
1964,República Mexicana,Hombres,5,2842
1964,República Mexicana,Mujeres,5,2843
1964,República Mexicana,Hombres,6,2085
1964,República Mexicana,Mujeres,6,2055
1964,República Mexicana,Hombres,7,1596
1964,República Mexicana,Mujeres,7,1544
1964,República Mexicana,Hombres,8,1272
1964,República Mexicana,Mujeres,8,1201
1964,República Mexicana,Hombres,9,1053
1964,República Mexicana,Mujeres,9,962
1964,República Mexicana,Hombres,10,902
1964,República Mexicana,Mujeres,10,792
1964,República Mexicana,Hombres,11,807
1964,República Mexicana,Mujeres,11,678
1964,República Mexicana,Hombres,12,758
1964,República Mexicana,Mujeres,12,609
1964,República Mexicana,Hombres,13,744
1964,República Mexicana,Mujeres,13,575
1964,República Mexicana,Hombres,14,759
1964,República Mexicana,Mujeres,14,570
1964,República Mexicana,Hombres,15,792
1964,República Mexicana,Mujeres,15,585
1964,República Mexicana,Hombres,16,835
1964,República Mexicana,Mujeres,16,613
1964,República Mexicana,Hombres,17,882
1964,República Mexicana,Mujeres,17,649
1964,República Mexicana,Hombres,18,934
1964,República Mexicana,Mujeres,18,691
1964,República Mexicana,Hombres,19,986
1964,República Mexicana,Mujeres,19,735
1964,República Mexicana,Hombres,20,1034
1964,República Mexicana,Mujeres,20,777
1964,República Mexicana,Hombres,21,1079
1964,República Mexicana,Mujeres,21,816
1964,República Mexicana,Hombres,22,1124
1964,República Mexicana,Mujeres,22,855
1964,República Mexicana,Hombres,23,1166
1964,República Mexicana,Mujeres,23,891
1964,República Mexicana,Hombres,24,1202
1964,República Mexicana,Mujeres,24,920
1964,República Mexicana,Hombres,25,1234
1964,República Mexicana,Mujeres,25,945
1964,República Mexicana,Hombres,26,1263
1964,República Mexicana,Mujeres,26,967
1964,República Mexicana,Hombres,27,1290
1964,República Mexicana,Mujeres,27,986
1964,República Mexicana,Hombres,28,1316
1964,República Mexicana,Mujeres,28,1003
1964,República Mexicana,Hombres,29,1341
1964,República Mexicana,Mujeres,29,1017
1964,República Mexicana,Hombres,30,1365
1964,República Mexicana,Mujeres,30,1030
1964,República Mexicana,Hombres,31,1387
1964,República Mexicana,Mujeres,31,1040
1964,República Mexicana,Hombres,32,1407
1964,República Mexicana,Mujeres,32,1049
1964,República Mexicana,Hombres,33,1423
1964,República Mexicana,Mujeres,33,1055
1964,República Mexicana,Hombres,34,1431
1964,República Mexicana,Mujeres,34,1057
1964,República Mexicana,Hombres,35,1431
1964,República Mexicana,Mujeres,35,1053
1964,República Mexicana,Hombres,36,1430
1964,República Mexicana,Mujeres,36,1051
1964,República Mexicana,Hombres,37,1426
1964,República Mexicana,Mujeres,37,1048
1964,República Mexicana,Hombres,38,1421
1964,República Mexicana,Mujeres,38,1046
1964,República Mexicana,Hombres,39,1421
1964,República Mexicana,Mujeres,39,1049
1964,República Mexicana,Hombres,40,1421
1964,República Mexicana,Mujeres,40,1052
1964,República Mexicana,Hombres,41,1419
1964,República Mexicana,Mujeres,41,1056
1964,República Mexicana,Hombres,42,1416
1964,República Mexicana,Mujeres,42,1060
1964,República Mexicana,Hombres,43,1413
1964,República Mexicana,Mujeres,43,1065
1964,República Mexicana,Hombres,44,1410
1964,República Mexicana,Mujeres,44,1072
1964,República Mexicana,Hombres,45,1410
1964,República Mexicana,Mujeres,45,1082
1964,República Mexicana,Hombres,46,1413
1964,República Mexicana,Mujeres,46,1095
1964,República Mexicana,Hombres,47,1423
1964,República Mexicana,Mujeres,47,1115
1964,República Mexicana,Hombres,48,1440
1964,República Mexicana,Mujeres,48,1141
1964,República Mexicana,Hombres,49,1464
1964,República Mexicana,Mujeres,49,1176
1964,República Mexicana,Hombres,50,1498
1964,República Mexicana,Mujeres,50,1218
1964,República Mexicana,Hombres,51,1538
1964,República Mexicana,Mujeres,51,1268
1964,República Mexicana,Hombres,52,1583
1964,República Mexicana,Mujeres,52,1323
1964,República Mexicana,Hombres,53,1632
1964,República Mexicana,Mujeres,53,1383
1964,República Mexicana,Hombres,54,1681
1964,República Mexicana,Mujeres,54,1445
1964,República Mexicana,Hombres,55,1730
1964,República Mexicana,Mujeres,55,1508
1964,República Mexicana,Hombres,56,1778
1964,República Mexicana,Mujeres,56,1572
1964,República Mexicana,Hombres,57,1826
1964,República Mexicana,Mujeres,57,1638
1964,República Mexicana,Hombres,58,1875
1964,República Mexicana,Mujeres,58,1706
1964,República Mexicana,Hombres,59,1926
1964,República Mexicana,Mujeres,59,1776
1964,República Mexicana,Hombres,60,1977
1964,República Mexicana,Mujeres,60,1849
1964,República Mexicana,Hombres,61,2027
1964,República Mexicana,Mujeres,61,1921
1964,República Mexicana,Hombres,62,2070
1964,República Mexicana,Mujeres,62,1987
1964,República Mexicana,Hombres,63,2100
1964,República Mexicana,Mujeres,63,2042
1964,República Mexicana,Hombres,64,2114
1964,República Mexicana,Mujeres,64,2082
1964,República Mexicana,Hombres,65,2111
1964,República Mexicana,Mujeres,65,2104
1964,República Mexicana,Hombres,66,2092
1964,República Mexicana,Mujeres,66,2110
1964,República Mexicana,Hombres,67,2063
1964,República Mexicana,Mujeres,67,2105
1964,República Mexicana,Hombres,68,2029
1964,República Mexicana,Mujeres,68,2094
1964,República Mexicana,Hombres,69,1995
1964,República Mexicana,Mujeres,69,2081
1964,República Mexicana,Hombres,70,1964
1964,República Mexicana,Mujeres,70,2071
1964,República Mexicana,Hombres,71,1938
1964,República Mexicana,Mujeres,71,2065
1964,República Mexicana,Hombres,72,1915
1964,República Mexicana,Mujeres,72,2060
1964,República Mexicana,Hombres,73,1893
1964,República Mexicana,Mujeres,73,2057
1964,República Mexicana,Hombres,74,1869
1964,República Mexicana,Mujeres,74,2050
1964,República Mexicana,Hombres,75,1839
1964,República Mexicana,Mujeres,75,2036
1964,República Mexicana,Hombres,76,1800
1964,República Mexicana,Mujeres,76,2009
1964,República Mexicana,Hombres,77,1747
1964,República Mexicana,Mujeres,77,1967
1964,República Mexicana,Hombres,78,1681
1964,República Mexicana,Mujeres,78,1908
1964,República Mexicana,Hombres,79,1601
1964,República Mexicana,Mujeres,79,1830
1964,República Mexicana,Hombres,80,1507
1964,República Mexicana,Mujeres,80,1735
1964,República Mexicana,Hombres,81,1402
1964,República Mexicana,Mujeres,81,1625
1964,República Mexicana,Hombres,82,1290
1964,República Mexicana,Mujeres,82,1503
1964,República Mexicana,Hombres,83,1172
1964,República Mexicana,Mujeres,83,1374
1964,República Mexicana,Hombres,84,1052
1964,República Mexicana,Mujeres,84,1238
1964,República Mexicana,Hombres,85,930
1964,República Mexicana,Mujeres,85,1099
1964,República Mexicana,Hombres,86,810
1964,República Mexicana,Mujeres,86,959
1964,República Mexicana,Hombres,87,693
1964,República Mexicana,Mujeres,87,822
1964,República Mexicana,Hombres,88,583
1964,República Mexicana,Mujeres,88,692
1964,República Mexicana,Hombres,89,482
1964,República Mexicana,Mujeres,89,571
1964,República Mexicana,Hombres,90,391
1964,República Mexicana,Mujeres,90,463
1964,República Mexicana,Hombres,91,311
1964,República Mexicana,Mujeres,91,367
1964,República Mexicana,Hombres,92,243
1964,República Mexicana,Mujeres,92,284
1964,República Mexicana,Hombres,93,185
1964,República Mexicana,Mujeres,93,215
1964,República Mexicana,Hombres,94,138
1964,República Mexicana,Mujeres,94,159
1964,República Mexicana,Hombres,95,101
1964,República Mexicana,Mujeres,95,115
1964,República Mexicana,Hombres,96,71
1964,República Mexicana,Mujeres,96,80
1964,República Mexicana,Hombres,97,49
1964,República Mexicana,Mujeres,97,54
1964,República Mexicana,Hombres,98,33
1964,República Mexicana,Mujeres,98,36
1964,República Mexicana,Hombres,99,21
1964,República Mexicana,Mujeres,99,23
1964,República Mexicana,Hombres,100,13
1964,República Mexicana,Mujeres,100,14
1964,República Mexicana,Hombres,101,8
1964,República Mexicana,Mujeres,101,8
1964,República Mexicana,Hombres,102,5
1964,República Mexicana,Mujeres,102,5
1964,República Mexicana,Hombres,103,3
1964,República Mexicana,Mujeres,103,3
1964,República Mexicana,Hombres,104,1
1964,República Mexicana,Mujeres,104,1
1964,República Mexicana,Hombres,105,1
1964,República Mexicana,Mujeres,105,1
1964,República Mexicana,Hombres,106,1
1964,República Mexicana,Mujeres,106,1
1964,República Mexicana,Hombres,107,1
1964,República Mexicana,Mujeres,107,0
1964,República Mexicana,Hombres,108,0
1964,República Mexicana,Mujeres,108,0
1964,República Mexicana,Hombres,109,0
1964,República Mexicana,Mujeres,109,0
1965,República Mexicana,Hombres,0,90037
1965,República Mexicana,Mujeres,0,73378
1965,República Mexicana,Hombres,1,20884
1965,República Mexicana,Mujeres,1,20494
1965,República Mexicana,Hombres,2,10108
1965,República Mexicana,Mujeres,2,10161
1965,República Mexicana,Hombres,3,5984
1965,República Mexicana,Mujeres,3,6045
1965,República Mexicana,Hombres,4,3929
1965,República Mexicana,Mujeres,4,3962
1965,República Mexicana,Hombres,5,2753
1965,República Mexicana,Mujeres,5,2761
1965,República Mexicana,Hombres,6,2023
1965,República Mexicana,Mujeres,6,2010
1965,República Mexicana,Hombres,7,1551
1965,República Mexicana,Mujeres,7,1519
1965,República Mexicana,Hombres,8,1241
1965,República Mexicana,Mujeres,8,1188
1965,República Mexicana,Hombres,9,1038
1965,República Mexicana,Mujeres,9,962
1965,República Mexicana,Hombres,10,905
1965,República Mexicana,Mujeres,10,806
1965,República Mexicana,Hombres,11,818
1965,República Mexicana,Mujeres,11,696
1965,República Mexicana,Hombres,12,770
1965,República Mexicana,Mujeres,12,627
1965,República Mexicana,Hombres,13,754
1965,República Mexicana,Mujeres,13,591
1965,República Mexicana,Hombres,14,763
1965,República Mexicana,Mujeres,14,582
1965,República Mexicana,Hombres,15,792
1965,República Mexicana,Mujeres,15,595
1965,República Mexicana,Hombres,16,835
1965,República Mexicana,Mujeres,16,625
1965,República Mexicana,Hombres,17,882
1965,República Mexicana,Mujeres,17,662
1965,República Mexicana,Hombres,18,931
1965,República Mexicana,Mujeres,18,704
1965,República Mexicana,Hombres,19,982
1965,República Mexicana,Mujeres,19,748
1965,República Mexicana,Hombres,20,1032
1965,República Mexicana,Mujeres,20,792
1965,República Mexicana,Hombres,21,1077
1965,República Mexicana,Mujeres,21,831
1965,República Mexicana,Hombres,22,1118
1965,República Mexicana,Mujeres,22,866
1965,República Mexicana,Hombres,23,1159
1965,República Mexicana,Mujeres,23,900
1965,República Mexicana,Hombres,24,1197
1965,República Mexicana,Mujeres,24,931
1965,República Mexicana,Hombres,25,1229
1965,República Mexicana,Mujeres,25,955
1965,República Mexicana,Hombres,26,1257
1965,República Mexicana,Mujeres,26,974
1965,República Mexicana,Hombres,27,1284
1965,República Mexicana,Mujeres,27,990
1965,República Mexicana,Hombres,28,1309
1965,República Mexicana,Mujeres,28,1005
1965,República Mexicana,Hombres,29,1333
1965,República Mexicana,Mujeres,29,1017
1965,República Mexicana,Hombres,30,1358
1965,República Mexicana,Mujeres,30,1028
1965,República Mexicana,Hombres,31,1382
1965,República Mexicana,Mujeres,31,1037
1965,República Mexicana,Hombres,32,1406
1965,República Mexicana,Mujeres,32,1046
1965,República Mexicana,Hombres,33,1427
1965,República Mexicana,Mujeres,33,1053
1965,República Mexicana,Hombres,34,1445
1965,República Mexicana,Mujeres,34,1059
1965,República Mexicana,Hombres,35,1457
1965,República Mexicana,Mujeres,35,1061
1965,República Mexicana,Hombres,36,1459
1965,República Mexicana,Mujeres,36,1059
1965,República Mexicana,Hombres,37,1462
1965,República Mexicana,Mujeres,37,1058
1965,República Mexicana,Hombres,38,1462
1965,República Mexicana,Mujeres,38,1057
1965,República Mexicana,Hombres,39,1461
1965,República Mexicana,Mujeres,39,1057
1965,República Mexicana,Hombres,40,1466
1965,República Mexicana,Mujeres,40,1064
1965,República Mexicana,Hombres,41,1471
1965,República Mexicana,Mujeres,41,1072
1965,República Mexicana,Hombres,42,1473
1965,República Mexicana,Mujeres,42,1080
1965,República Mexicana,Hombres,43,1475
1965,República Mexicana,Mujeres,43,1089
1965,República Mexicana,Hombres,44,1477
1965,República Mexicana,Mujeres,44,1099
1965,República Mexicana,Hombres,45,1478
1965,República Mexicana,Mujeres,45,1111
1965,República Mexicana,Hombres,46,1482
