AÑO,ENTIDAD,SEXO,EDAD,DEFUNCIONES
1950,República Mexicana,Hombres,0,95998
1950,República Mexicana,Mujeres,0,80330
1950,República Mexicana,Hombres,1,31421
1950,República Mexicana,Mujeres,1,31009
1950,República Mexicana,Hombres,2,15594
1950,República Mexicana,Mujeres,2,16072
1950,República Mexicana,Hombres,3,9062
1950,República Mexicana,Mujeres,3,9481
1950,República Mexicana,Hombres,4,5759
1950,República Mexicana,Mujeres,4,6042
1950,República Mexicana,Hombres,5,3890
1950,República Mexicana,Mujeres,5,4061
1950,República Mexicana,Hombres,6,2748
1950,República Mexicana,Mujeres,6,2837
1950,República Mexicana,Hombres,7,2024
1950,República Mexicana,Mujeres,7,2052
1950,República Mexicana,Hombres,8,1567
1950,República Mexicana,Mujeres,8,1547
1950,República Mexicana,Hombres,9,1276
1950,República Mexicana,Mujeres,9,1218
1950,República Mexicana,Hombres,10,1096
1950,República Mexicana,Mujeres,10,1006
1950,República Mexicana,Hombres,11,995
1950,República Mexicana,Mujeres,11,878
1950,República Mexicana,Hombres,12,950
1950,República Mexicana,Mujeres,12,811
1950,República Mexicana,Hombres,13,947
1950,República Mexicana,Mujeres,13,788
1950,República Mexicana,Hombres,14,971
1950,República Mexicana,Mujeres,14,795
1950,República Mexicana,Hombres,15,1014
1950,República Mexicana,Mujeres,15,824
1950,República Mexicana,Hombres,16,1069
1950,República Mexicana,Mujeres,16,866
1950,República Mexicana,Hombres,17,1131
1950,República Mexicana,Mujeres,17,915
1950,República Mexicana,Hombres,18,1196
1950,República Mexicana,Mujeres,18,967
1950,República Mexicana,Hombres,19,1259
1950,República Mexicana,Mujeres,19,1018
1950,República Mexicana,Hombres,20,1316
1950,República Mexicana,Mujeres,20,1062
1950,República Mexicana,Hombres,21,1362
1950,República Mexicana,Mujeres,21,1097
1950,República Mexicana,Hombres,22,1404
1950,República Mexicana,Mujeres,22,1127
1950,República Mexicana,Hombres,23,1438
1950,República Mexicana,Mujeres,23,1151
1950,República Mexicana,Hombres,24,1466
1950,República Mexicana,Mujeres,24,1168
1950,República Mexicana,Hombres,25,1494
1950,República Mexicana,Mujeres,25,1184
1950,República Mexicana,Hombres,26,1515
1950,República Mexicana,Mujeres,26,1195
1950,República Mexicana,Hombres,27,1529
1950,República Mexicana,Mujeres,27,1199
1950,República Mexicana,Hombres,28,1536
1950,República Mexicana,Mujeres,28,1197
1950,República Mexicana,Hombres,29,1537
1950,República Mexicana,Mujeres,29,1191
1950,República Mexicana,Hombres,30,1533
1950,República Mexicana,Mujeres,30,1181
1950,República Mexicana,Hombres,31,1527
1950,República Mexicana,Mujeres,31,1169
1950,República Mexicana,Hombres,32,1520
1950,República Mexicana,Mujeres,32,1159
1950,República Mexicana,Hombres,33,1517
1950,República Mexicana,Mujeres,33,1150
1950,República Mexicana,Hombres,34,1516
1950,República Mexicana,Mujeres,34,1146
1950,República Mexicana,Hombres,35,1521
1950,República Mexicana,Mujeres,35,1146
1950,República Mexicana,Hombres,36,1532
1950,República Mexicana,Mujeres,36,1151
1950,República Mexicana,Hombres,37,1546
1950,República Mexicana,Mujeres,37,1160
1950,República Mexicana,Hombres,38,1563
1950,República Mexicana,Mujeres,38,1173
1950,República Mexicana,Hombres,39,1580
1950,República Mexicana,Mujeres,39,1187
1950,República Mexicana,Hombres,40,1596
1950,República Mexicana,Mujeres,40,1202
1950,República Mexicana,Hombres,41,1610
1950,República Mexicana,Mujeres,41,1217
1950,República Mexicana,Hombres,42,1622
1950,República Mexicana,Mujeres,42,1232
1950,República Mexicana,Hombres,43,1634
1950,República Mexicana,Mujeres,43,1248
1950,República Mexicana,Hombres,44,1647
1950,República Mexicana,Mujeres,44,1268
1950,República Mexicana,Hombres,45,1663
1950,República Mexicana,Mujeres,45,1291
1950,República Mexicana,Hombres,46,1680
1950,República Mexicana,Mujeres,46,1317
1950,República Mexicana,Hombres,47,1697
1950,República Mexicana,Mujeres,47,1345
1950,República Mexicana,Hombres,48,1710
1950,República Mexicana,Mujeres,48,1372
1950,República Mexicana,Hombres,49,1717
1950,República Mexicana,Mujeres,49,1395
1950,República Mexicana,Hombres,50,1714
1950,República Mexicana,Mujeres,50,1411
1950,República Mexicana,Hombres,51,1701
1950,República Mexicana,Mujeres,51,1421
1950,República Mexicana,Hombres,52,1681
1950,República Mexicana,Mujeres,52,1426
1950,República Mexicana,Hombres,53,1658
1950,República Mexicana,Mujeres,53,1427
1950,República Mexicana,Hombres,54,1635
1950,República Mexicana,Mujeres,54,1430
1950,República Mexicana,Hombres,55,1617
1950,República Mexicana,Mujeres,55,1438
1950,República Mexicana,Hombres,56,1609
1950,República Mexicana,Mujeres,56,1454
1950,República Mexicana,Hombres,57,1609
1950,República Mexicana,Mujeres,57,1478
1950,República Mexicana,Hombres,58,1618
1950,República Mexicana,Mujeres,58,1511
1950,República Mexicana,Hombres,59,1634
1950,República Mexicana,Mujeres,59,1552
1950,República Mexicana,Hombres,60,1657
1950,República Mexicana,Mujeres,60,1600
1950,República Mexicana,Hombres,61,1681
1950,República Mexicana,Mujeres,61,1650
1950,República Mexicana,Hombres,62,1704
1950,República Mexicana,Mujeres,62,1700
1950,República Mexicana,Hombres,63,1723
1950,República Mexicana,Mujeres,63,1747
1950,República Mexicana,Hombres,64,1736
1950,República Mexicana,Mujeres,64,1788
1950,República Mexicana,Hombres,65,1740
1950,República Mexicana,Mujeres,65,1821
1950,República Mexicana,Hombres,66,1736
1950,República Mexicana,Mujeres,66,1844
1950,República Mexicana,Hombres,67,1722
1950,República Mexicana,Mujeres,67,1857
1950,República Mexicana,Hombres,68,1700
1950,República Mexicana,Mujeres,68,1861
1950,República Mexicana,Hombres,69,1670
1950,República Mexicana,Mujeres,69,1855
1950,República Mexicana,Hombres,70,1632
1950,República Mexicana,Mujeres,70,1839
1950,República Mexicana,Hombres,71,1584
1950,República Mexicana,Mujeres,71,1809
1950,República Mexicana,Hombres,72,1527
1950,República Mexicana,Mujeres,72,1767
1950,República Mexicana,Hombres,73,1460
1950,República Mexicana,Mujeres,73,1712
1950,República Mexicana,Hombres,74,1386
1950,República Mexicana,Mujeres,74,1645
1950,República Mexicana,Hombres,75,1305
1950,República Mexicana,Mujeres,75,1567
1950,República Mexicana,Hombres,76,1219
1950,República Mexicana,Mujeres,76,1480
1950,República Mexicana,Hombres,77,1130
1950,República Mexicana,Mujeres,77,1386
1950,República Mexicana,Hombres,78,1038
1950,República Mexicana,Mujeres,78,1286
1950,República Mexicana,Hombres,79,946
1950,República Mexicana,Mujeres,79,1182
1950,República Mexicana,Hombres,80,854
1950,República Mexicana,Mujeres,80,1075
1950,República Mexicana,Hombres,81,763
1950,República Mexicana,Mujeres,81,967
1950,República Mexicana,Hombres,82,675
1950,República Mexicana,Mujeres,82,860
1950,República Mexicana,Hombres,83,588
1950,República Mexicana,Mujeres,83,754
1950,República Mexicana,Hombres,84,506
1950,República Mexicana,Mujeres,84,652
1950,República Mexicana,Hombres,85,429
1950,República Mexicana,Mujeres,85,556
1950,República Mexicana,Hombres,86,358
1950,República Mexicana,Mujeres,86,466
1950,República Mexicana,Hombres,87,293
1950,República Mexicana,Mujeres,87,384
1950,República Mexicana,Hombres,88,237
1950,República Mexicana,Mujeres,88,311
1950,República Mexicana,Hombres,89,188
1950,República Mexicana,Mujeres,89,247
1950,República Mexicana,Hombres,90,146
1950,República Mexicana,Mujeres,90,193
1950,República Mexicana,Hombres,91,111
1950,República Mexicana,Mujeres,91,147
1950,República Mexicana,Hombres,92,83
1950,República Mexicana,Mujeres,92,110
1950,República Mexicana,Hombres,93,60
1950,República Mexicana,Mujeres,93,81
1950,República Mexicana,Hombres,94,43
1950,República Mexicana,Mujeres,94,58
1950,República Mexicana,Hombres,95,30
1950,República Mexicana,Mujeres,95,40
1950,República Mexicana,Hombres,96,20
1950,República Mexicana,Mujeres,96,27
1950,República Mexicana,Hombres,97,13
1950,República Mexicana,Mujeres,97,18
1950,República Mexicana,Hombres,98,8
1950,República Mexicana,Mujeres,98,11
1950,República Mexicana,Hombres,99,5
1950,República Mexicana,Mujeres,99,7
1950,República Mexicana,Hombres,100,3
1950,República Mexicana,Mujeres,100,4
1950,República Mexicana,Hombres,101,2
1950,República Mexicana,Mujeres,101,2
1950,República Mexicana,Hombres,102,1
1950,República Mexicana,Mujeres,102,1
1950,República Mexicana,Hombres,103,1
1950,República Mexicana,Mujeres,103,1
1950,República Mexicana,Hombres,104,1
1950,República Mexicana,Mujeres,104,0
1950,República Mexicana,Hombres,105,0
1950,República Mexicana,Mujeres,105,0
1950,República Mexicana,Hombres,106,0
1950,República Mexicana,Mujeres,106,0
1950,República Mexicana,Hombres,107,0
1950,República Mexicana,Mujeres,107,0
1950,República Mexicana,Hombres,108,0
1950,República Mexicana,Mujeres,108,0
1950,República Mexicana,Hombres,109,0
1950,República Mexicana,Mujeres,109,0
1951,República Mexicana,Hombres,0,98434
1951,República Mexicana,Mujeres,0,82234
1951,República Mexicana,Hombres,1,32784
1951,República Mexicana,Mujeres,1,32793
1951,República Mexicana,Hombres,2,16747
1951,República Mexicana,Mujeres,2,17487
1951,República Mexicana,Hombres,3,9981
1951,República Mexicana,Mujeres,3,10537
1951,República Mexicana,Hombres,4,6486
1951,República Mexicana,Mujeres,4,6832
1951,República Mexicana,Hombres,5,4467
1951,República Mexicana,Mujeres,5,4658
1951,República Mexicana,Hombres,6,3217
1951,República Mexicana,Mujeres,6,3302
1951,República Mexicana,Hombres,7,2402
1951,República Mexicana,Mujeres,7,2414
1951,República Mexicana,Hombres,8,1861
1951,República Mexicana,Mujeres,8,1821
1951,República Mexicana,Hombres,9,1510
1951,República Mexicana,Mujeres,9,1431
1951,República Mexicana,Hombres,10,1285
1951,República Mexicana,Mujeres,10,1176
1951,República Mexicana,Hombres,11,1145
1951,República Mexicana,Mujeres,11,1014
1951,República Mexicana,Hombres,12,1069
1951,República Mexicana,Mujeres,12,920
1951,República Mexicana,Hombres,13,1041
1951,República Mexicana,Mujeres,13,879
1951,República Mexicana,Hombres,14,1045
1951,República Mexicana,Mujeres,14,874
1951,República Mexicana,Hombres,15,1072
1951,República Mexicana,Mujeres,15,895
1951,República Mexicana,Hombres,16,1114
1951,República Mexicana,Mujeres,16,933
1951,República Mexicana,Hombres,17,1167
1951,República Mexicana,Mujeres,17,981
1951,República Mexicana,Hombres,18,1225
1951,República Mexicana,Mujeres,18,1032
1951,República Mexicana,Hombres,19,1284
1951,República Mexicana,Mujeres,19,1084
1951,República Mexicana,Hombres,20,1341
1951,República Mexicana,Mujeres,20,1132
1951,República Mexicana,Hombres,21,1391
1951,República Mexicana,Mujeres,21,1172
1951,República Mexicana,Hombres,22,1429
1951,República Mexicana,Mujeres,22,1200
1951,República Mexicana,Hombres,23,1463
1951,República Mexicana,Mujeres,23,1223
1951,República Mexicana,Hombres,24,1489
1951,República Mexicana,Mujeres,24,1238
1951,República Mexicana,Hombres,25,1508
1951,República Mexicana,Mujeres,25,1247
1951,República Mexicana,Hombres,26,1528
1951,República Mexicana,Mujeres,26,1255
1951,República Mexicana,Hombres,27,1542
1951,República Mexicana,Mujeres,27,1257
1951,República Mexicana,Hombres,28,1548
1951,República Mexicana,Mujeres,28,1252
1951,República Mexicana,Hombres,29,1549
1951,República Mexicana,Mujeres,29,1243
1951,República Mexicana,Hombres,30,1543
1951,República Mexicana,Mujeres,30,1229
1951,República Mexicana,Hombres,31,1534
1951,República Mexicana,Mujeres,31,1212
1951,República Mexicana,Hombres,32,1523
1951,República Mexicana,Mujeres,32,1195
1951,República Mexicana,Hombres,33,1513
1951,República Mexicana,Mujeres,33,1179
1951,República Mexicana,Hombres,34,1506
1951,República Mexicana,Mujeres,34,1167
1951,República Mexicana,Hombres,35,1503
1951,República Mexicana,Mujeres,35,1159
1951,República Mexicana,Hombres,36,1506
1951,República Mexicana,Mujeres,36,1157
1951,República Mexicana,Hombres,37,1515
1951,República Mexicana,Mujeres,37,1160
1951,República Mexicana,Hombres,38,1529
1951,República Mexicana,Mujeres,38,1169
1951,República Mexicana,Hombres,39,1546
1951,República Mexicana,Mujeres,39,1182
1951,República Mexicana,Hombres,40,1565
1951,República Mexicana,Mujeres,40,1197
1951,República Mexicana,Hombres,41,1582
1951,República Mexicana,Mujeres,41,1214
1951,República Mexicana,Hombres,42,1599
1951,República Mexicana,Mujeres,42,1231
1951,República Mexicana,Hombres,43,1614
1951,República Mexicana,Mujeres,43,1249
1951,República Mexicana,Hombres,44,1629
1951,República Mexicana,Mujeres,44,1270
1951,República Mexicana,Hombres,45,1647
1951,República Mexicana,Mujeres,45,1294
1951,República Mexicana,Hombres,46,1667
1951,República Mexicana,Mujeres,46,1322
1951,República Mexicana,Hombres,47,1689
1951,República Mexicana,Mujeres,47,1353
1951,República Mexicana,Hombres,48,1712
1951,República Mexicana,Mujeres,48,1387
1951,República Mexicana,Hombres,49,1732
1951,República Mexicana,Mujeres,49,1420
1951,República Mexicana,Hombres,50,1745
1951,República Mexicana,Mujeres,50,1450
1951,República Mexicana,Hombres,51,1748
1951,República Mexicana,Mujeres,51,1472
1951,República Mexicana,Hombres,52,1741
1951,República Mexicana,Mujeres,52,1487
1951,República Mexicana,Hombres,53,1726
1951,República Mexicana,Mujeres,53,1497
1951,República Mexicana,Hombres,54,1708
1951,República Mexicana,Mujeres,54,1503
1951,República Mexicana,Hombres,55,1690
1951,República Mexicana,Mujeres,55,1510
1951,República Mexicana,Hombres,56,1677
1951,República Mexicana,Mujeres,56,1522
1951,República Mexicana,Hombres,57,1672
1951,República Mexicana,Mujeres,57,1541
1951,República Mexicana,Hombres,58,1677
1951,República Mexicana,Mujeres,58,1569
1951,República Mexicana,Hombres,59,1690
1951,República Mexicana,Mujeres,59,1606
1951,República Mexicana,Hombres,60,1710
1951,República Mexicana,Mujeres,60,1650
1951,República Mexicana,Hombres,61,1736
1951,República Mexicana,Mujeres,61,1701
1951,República Mexicana,Hombres,62,1764
1951,República Mexicana,Mujeres,62,1754
1951,República Mexicana,Hombres,63,1789
1951,República Mexicana,Mujeres,63,1805
1951,República Mexicana,Hombres,64,1810
1951,República Mexicana,Mujeres,64,1853
1951,República Mexicana,Hombres,65,1823
1951,República Mexicana,Mujeres,65,1893
1951,República Mexicana,Hombres,66,1827
1951,República Mexicana,Mujeres,66,1924
1951,República Mexicana,Hombres,67,1820
1951,República Mexicana,Mujeres,67,1943
1951,República Mexicana,Hombres,68,1803
1951,República Mexicana,Mujeres,68,1951
1951,República Mexicana,Hombres,69,1777
1951,República Mexicana,Mujeres,69,1948
1951,República Mexicana,Hombres,70,1742
1951,República Mexicana,Mujeres,70,1934
1951,República Mexicana,Hombres,71,1697
1951,República Mexicana,Mujeres,71,1907
1951,República Mexicana,Hombres,72,1641
1951,República Mexicana,Mujeres,72,1867
1951,República Mexicana,Hombres,73,1576
1951,República Mexicana,Mujeres,73,1813
1951,República Mexicana,Hombres,74,1501
1951,República Mexicana,Mujeres,74,1746
1951,República Mexicana,Hombres,75,1417
1951,República Mexicana,Mujeres,75,1666
1951,República Mexicana,Hombres,76,1326
1951,República Mexicana,Mujeres,76,1575
1951,República Mexicana,Hombres,77,1232
1951,República Mexicana,Mujeres,77,1476
1951,República Mexicana,Hombres,78,1134
1951,República Mexicana,Mujeres,78,1369
1951,República Mexicana,Hombres,79,1034
1951,República Mexicana,Mujeres,79,1258
1951,República Mexicana,Hombres,80,934
1951,República Mexicana,Mujeres,80,1144
1951,República Mexicana,Hombres,81,835
1951,República Mexicana,Mujeres,81,1029
1951,República Mexicana,Hombres,82,739
1951,República Mexicana,Mujeres,82,915
1951,República Mexicana,Hombres,83,646
1951,República Mexicana,Mujeres,83,802
1951,República Mexicana,Hombres,84,557
1951,República Mexicana,Mujeres,84,694
1951,República Mexicana,Hombres,85,473
1951,República Mexicana,Mujeres,85,591
1951,República Mexicana,Hombres,86,396
1951,República Mexicana,Mujeres,86,496
1951,República Mexicana,Hombres,87,325
1951,República Mexicana,Mujeres,87,408
1951,República Mexicana,Hombres,88,262
1951,República Mexicana,Mujeres,88,330
1951,República Mexicana,Hombres,89,208
1951,República Mexicana,Mujeres,89,262
1951,República Mexicana,Hombres,90,162
1951,República Mexicana,Mujeres,90,204
1951,República Mexicana,Hombres,91,124
1951,República Mexicana,Mujeres,91,156
1951,República Mexicana,Hombres,92,92
1951,República Mexicana,Mujeres,92,116
1951,República Mexicana,Hombres,93,67
1951,República Mexicana,Mujeres,93,85
1951,República Mexicana,Hombres,94,48
1951,República Mexicana,Mujeres,94,60
1951,República Mexicana,Hombres,95,33
1951,República Mexicana,Mujeres,95,42
1951,República Mexicana,Hombres,96,23
1951,República Mexicana,Mujeres,96,28
1951,República Mexicana,Hombres,97,15
1951,República Mexicana,Mujeres,97,18
1951,República Mexicana,Hombres,98,10
1951,República Mexicana,Mujeres,98,12
1951,República Mexicana,Hombres,99,6
1951,República Mexicana,Mujeres,99,7
1951,República Mexicana,Hombres,100,3
1951,República Mexicana,Mujeres,100,4
1951,República Mexicana,Hombres,101,2
1951,República Mexicana,Mujeres,101,2
1951,República Mexicana,Hombres,102,1
1951,República Mexicana,Mujeres,102,1
1951,República Mexicana,Hombres,103,1
1951,República Mexicana,Mujeres,103,1
1951,República Mexicana,Hombres,104,1
1951,República Mexicana,Mujeres,104,0
1951,República Mexicana,Hombres,105,1
1951,República Mexicana,Mujeres,105,0
1951,República Mexicana,Hombres,106,0
1951,República Mexicana,Mujeres,106,0
1951,República Mexicana,Hombres,107,0
1951,República Mexicana,Mujeres,107,0
1951,República Mexicana,Hombres,108,0
1951,República Mexicana,Mujeres,108,0
1951,República Mexicana,Hombres,109,0
1951,República Mexicana,Mujeres,109,0
1952,República Mexicana,Hombres,0,94874
1952,República Mexicana,Mujeres,0,79126
1952,República Mexicana,Hombres,1,28640
1952,República Mexicana,Mujeres,1,28802
1952,República Mexicana,Hombres,2,14211
1952,República Mexicana,Mujeres,2,14894
1952,República Mexicana,Hombres,3,8387
1952,República Mexicana,Mujeres,3,8893
1952,República Mexicana,Hombres,4,5423
1952,República Mexicana,Mujeres,4,5747
1952,República Mexicana,Hombres,5,3728
1952,República Mexicana,Mujeres,5,3920
1952,República Mexicana,Hombres,6,2689
1952,República Mexicana,Mujeres,6,2787
1952,República Mexicana,Hombres,7,2025
1952,República Mexicana,Mujeres,7,2055
1952,República Mexicana,Hombres,8,1589
1952,República Mexicana,Mujeres,8,1567
1952,República Mexicana,Hombres,9,1304
1952,República Mexicana,Mujeres,9,1243
1952,República Mexicana,Hombres,10,1131
1952,República Mexicana,Mujeres,10,1037
1952,República Mexicana,Hombres,11,1033
1952,República Mexicana,Mujeres,11,911
1952,República Mexicana,Hombres,12,985
1952,República Mexicana,Mujeres,12,841
1952,República Mexicana,Hombres,13,975
1952,República Mexicana,Mujeres,13,813
1952,República Mexicana,Hombres,14,991
1952,República Mexicana,Mujeres,14,815
1952,República Mexicana,Hombres,15,1025
1952,República Mexicana,Mujeres,15,839
1952,República Mexicana,Hombres,16,1070
1952,República Mexicana,Mujeres,16,876
1952,República Mexicana,Hombres,17,1123
1952,República Mexicana,Mujeres,17,921
1952,República Mexicana,Hombres,18,1180
1952,República Mexicana,Mujeres,18,969
1952,República Mexicana,Hombres,19,1239
1952,República Mexicana,Mujeres,19,1018
1952,República Mexicana,Hombres,20,1297
1952,República Mexicana,Mujeres,20,1064
1952,República Mexicana,Hombres,21,1351
1952,República Mexicana,Mujeres,21,1105
1952,República Mexicana,Hombres,22,1396
1952,República Mexicana,Mujeres,22,1138
1952,República Mexicana,Hombres,23,1429
1952,República Mexicana,Mujeres,23,1160
1952,República Mexicana,Hombres,24,1458
1952,República Mexicana,Mujeres,24,1178
1952,República Mexicana,Hombres,25,1479
1952,República Mexicana,Mujeres,25,1189
1952,República Mexicana,Hombres,26,1495
1952,República Mexicana,Mujeres,26,1195
1952,República Mexicana,Hombres,27,1511
1952,República Mexicana,Mujeres,27,1201
1952,República Mexicana,Hombres,28,1522
1952,República Mexicana,Mujeres,28,1202
1952,República Mexicana,Hombres,29,1527
1952,República Mexicana,Mujeres,29,1198
1952,República Mexicana,Hombres,30,1525
1952,República Mexicana,Mujeres,30,1190
1952,República Mexicana,Hombres,31,1519
1952,República Mexicana,Mujeres,31,1178
1952,República Mexicana,Hombres,32,1510
1952,República Mexicana,Mujeres,32,1164
1952,República Mexicana,Hombres,33,1499
1952,República Mexicana,Mujeres,33,1150
1952,República Mexicana,Hombres,34,1490
1952,República Mexicana,Mujeres,34,1138
1952,República Mexicana,Hombres,35,1484
1952,República Mexicana,Mujeres,35,1129
1952,República Mexicana,Hombres,36,1482
1952,República Mexicana,Mujeres,36,1125
1952,República Mexicana,Hombres,37,1486
1952,República Mexicana,Mujeres,37,1126
1952,República Mexicana,Hombres,38,1497
1952,República Mexicana,Mujeres,38,1133
1952,República Mexicana,Hombres,39,1512
1952,República Mexicana,Mujeres,39,1145
1952,República Mexicana,Hombres,40,1530
1952,República Mexicana,Mujeres,40,1160
1952,República Mexicana,Hombres,41,1549
1952,República Mexicana,Mujeres,41,1178
1952,República Mexicana,Hombres,42,1568
1952,República Mexicana,Mujeres,42,1197
1952,República Mexicana,Hombres,43,1585
1952,República Mexicana,Mujeres,43,1216
1952,República Mexicana,Hombres,44,1601
1952,República Mexicana,Mujeres,44,1236
1952,República Mexicana,Hombres,45,1617
1952,República Mexicana,Mujeres,45,1257
1952,República Mexicana,Hombres,46,1634
1952,República Mexicana,Mujeres,46,1282
1952,República Mexicana,Hombres,47,1654
1952,República Mexicana,Mujeres,47,1311
1952,República Mexicana,Hombres,48,1676
1952,República Mexicana,Mujeres,48,1342
1952,República Mexicana,Hombres,49,1698
1952,República Mexicana,Mujeres,49,1376
1952,República Mexicana,Hombres,50,1716
1952,República Mexicana,Mujeres,50,1408
1952,República Mexicana,Hombres,51,1728
1952,República Mexicana,Mujeres,51,1436
1952,República Mexicana,Hombres,52,1729
1952,República Mexicana,Mujeres,52,1457
1952,República Mexicana,Hombres,53,1721
1952,República Mexicana,Mujeres,53,1471
1952,República Mexicana,Hombres,54,1704
1952,República Mexicana,Mujeres,54,1478
1952,República Mexicana,Hombres,55,1684
1952,República Mexicana,Mujeres,55,1482
1952,República Mexicana,Hombres,56,1663
1952,República Mexicana,Mujeres,56,1486
1952,República Mexicana,Hombres,57,1648
1952,República Mexicana,Mujeres,57,1495
1952,República Mexicana,Hombres,58,1640
1952,República Mexicana,Mujeres,58,1510
1952,República Mexicana,Hombres,59,1641
1952,República Mexicana,Mujeres,59,1535
1952,República Mexicana,Hombres,60,1650
1952,República Mexicana,Mujeres,60,1567
1952,República Mexicana,Hombres,61,1667
1952,República Mexicana,Mujeres,61,1606
1952,República Mexicana,Hombres,62,1688
1952,República Mexicana,Mujeres,62,1651
1952,República Mexicana,Hombres,63,1710
1952,República Mexicana,Mujeres,63,1698
1952,República Mexicana,Hombres,64,1731
1952,República Mexicana,Mujeres,64,1743
1952,República Mexicana,Hombres,65,1745
1952,República Mexicana,Mujeres,65,1783
1952,República Mexicana,Hombres,66,1753
1952,República Mexicana,Mujeres,66,1816
1952,República Mexicana,Hombres,67,1751
1952,República Mexicana,Mujeres,67,1838
1952,República Mexicana,Hombres,68,1738
1952,República Mexicana,Mujeres,68,1850
1952,República Mexicana,Hombres,69,1716
1952,República Mexicana,Mujeres,69,1850
1952,República Mexicana,Hombres,70,1684
1952,República Mexicana,Mujeres,70,1839
1952,República Mexicana,Hombres,71,1644
1952,República Mexicana,Mujeres,71,1817
1952,República Mexicana,Hombres,72,1594
1952,República Mexicana,Mujeres,72,1783
1952,República Mexicana,Hombres,73,1535
1952,República Mexicana,Mujeres,73,1736
1952,República Mexicana,Hombres,74,1466
1952,República Mexicana,Mujeres,74,1676
1952,República Mexicana,Hombres,75,1388
1952,República Mexicana,Mujeres,75,1604
1952,República Mexicana,Hombres,76,1302
1952,República Mexicana,Mujeres,76,1520
1952,República Mexicana,Hombres,77,1211
1952,República Mexicana,Mujeres,77,1426
1952,República Mexicana,Hombres,78,1117
1952,República Mexicana,Mujeres,78,1326
1952,República Mexicana,Hombres,79,1020
1952,República Mexicana,Mujeres,79,1220
1952,República Mexicana,Hombres,80,923
1952,República Mexicana,Mujeres,80,1111
1952,República Mexicana,Hombres,81,827
1952,República Mexicana,Mujeres,81,1000
1952,República Mexicana,Hombres,82,733
1952,República Mexicana,Mujeres,82,890
1952,República Mexicana,Hombres,83,642
1952,República Mexicana,Mujeres,83,782
1952,República Mexicana,Hombres,84,555
1952,República Mexicana,Mujeres,84,678
1952,República Mexicana,Hombres,85,473
1952,República Mexicana,Mujeres,85,578
1952,República Mexicana,Hombres,86,397
1952,República Mexicana,Mujeres,86,486
1952,República Mexicana,Hombres,87,327
1952,República Mexicana,Mujeres,87,401
1952,República Mexicana,Hombres,88,265
1952,República Mexicana,Mujeres,88,325
1952,República Mexicana,Hombres,89,211
1952,República Mexicana,Mujeres,89,258
1952,República Mexicana,Hombres,90,165
1952,República Mexicana,Mujeres,90,201
1952,República Mexicana,Hombres,91,126
1952,República Mexicana,Mujeres,91,154
1952,República Mexicana,Hombres,92,94
1952,República Mexicana,Mujeres,92,115
1952,República Mexicana,Hombres,93,69
1952,República Mexicana,Mujeres,93,84
1952,República Mexicana,Hombres,94,49
1952,República Mexicana,Mujeres,94,59
1952,República Mexicana,Hombres,95,34
1952,República Mexicana,Mujeres,95,41
1952,República Mexicana,Hombres,96,23
1952,República Mexicana,Mujeres,96,28
1952,República Mexicana,Hombres,97,15
1952,República Mexicana,Mujeres,97,18
1952,República Mexicana,Hombres,98,10
1952,República Mexicana,Mujeres,98,11
1952,República Mexicana,Hombres,99,6
1952,República Mexicana,Mujeres,99,7
1952,República Mexicana,Hombres,100,4
1952,República Mexicana,Mujeres,100,4
1952,República Mexicana,Hombres,101,2
1952,República Mexicana,Mujeres,101,2
1952,República Mexicana,Hombres,102,1
1952,República Mexicana,Mujeres,102,1
1952,República Mexicana,Hombres,103,1
1952,República Mexicana,Mujeres,103,1
1952,República Mexicana,Hombres,104,1
1952,República Mexicana,Mujeres,104,0
1952,República Mexicana,Hombres,105,1
1952,República Mexicana,Mujeres,105,0
1952,República Mexicana,Hombres,106,0
1952,República Mexicana,Mujeres,106,0
1952,República Mexicana,Hombres,107,0
1952,República Mexicana,Mujeres,107,0
1952,República Mexicana,Hombres,108,0
1952,República Mexicana,Mujeres,108,0
1952,República Mexicana,Hombres,109,0
1952,República Mexicana,Mujeres,109,0
1953,República Mexicana,Hombres,0,100428
1953,República Mexicana,Mujeres,0,83616
1953,República Mexicana,Hombres,1,30787
1953,República Mexicana,Mujeres,1,30872
1953,República Mexicana,Hombres,2,15281
1953,República Mexicana,Mujeres,2,15910
1953,República Mexicana,Hombres,3,9045
1953,República Mexicana,Mujeres,3,9483
1953,República Mexicana,Hombres,4,5897
1953,República Mexicana,Mujeres,4,6151
1953,República Mexicana,Hombres,5,4079
1953,República Mexicana,Mujeres,5,4204
1953,República Mexicana,Hombres,6,2952
1953,República Mexicana,Mujeres,6,2990
1953,República Mexicana,Hombres,7,2221
1953,República Mexicana,Mujeres,7,2201
1953,República Mexicana,Hombres,8,1738
1953,República Mexicana,Mujeres,8,1676
1953,República Mexicana,Hombres,9,1412
1953,República Mexicana,Mujeres,9,1319
1953,República Mexicana,Hombres,10,1198
1953,República Mexicana,Mujeres,10,1080
1953,República Mexicana,Hombres,11,1070
1953,República Mexicana,Mujeres,11,931
1953,República Mexicana,Hombres,12,1002
1953,República Mexicana,Mujeres,12,845
1953,República Mexicana,Hombres,13,975
1953,República Mexicana,Mujeres,13,801
1953,República Mexicana,Hombres,14,977
1953,República Mexicana,Mujeres,14,790
1953,República Mexicana,Hombres,15,1000
